1.000000000000000000e+00,9.752064763603188746e-01
2.000000000000000000e+00,9.520713044953204029e-01
3.000000000000000000e+00,9.487535379519215217e-01
4.000000000000000000e+00,9.106069509067861167e-01
5.000000000000000000e+00,8.847471226264719268e-01
6.000000000000000000e+00,8.424366777048856170e-01
7.000000000000000000e+00,7.848003958285227899e-01
8.000000000000000000e+00,7.819348150489051630e-01
9.000000000000000000e+00,7.254614787507484008e-01
1.000000000000000000e+01,7.044438661544457636e-01
1.100000000000000000e+01,6.910674252088890857e-01
1.200000000000000000e+01,6.632498950825327366e-01
1.300000000000000000e+01,6.539009026812866443e-01
1.400000000000000000e+01,6.478552788496189097e-01
1.500000000000000000e+01,6.400180498406724539e-01
1.600000000000000000e+01,6.356653705097347062e-01
1.700000000000000000e+01,6.246000685545857189e-01
1.800000000000000000e+01,6.252164857553180743e-01
1.900000000000000000e+01,6.160455612604041065e-01
2.000000000000000000e+01,6.128914979068971203e-01
2.100000000000000000e+01,6.110205635633476628e-01
2.200000000000000000e+01,6.113104208262911676e-01
2.300000000000000000e+01,6.080186818473090060e-01
2.400000000000000000e+01,6.059254295796376866e-01
2.500000000000000000e+01,6.007279004730646799e-01
2.600000000000000000e+01,6.022707975612845432e-01
2.700000000000000000e+01,6.031367605394065690e-01
2.800000000000000000e+01,6.013587308878004523e-01
2.900000000000000000e+01,5.987549980750610512e-01
3.000000000000000000e+01,5.977032490729664582e-01
3.100000000000000000e+01,5.953556260244806664e-01
3.200000000000000000e+01,5.965996254308726376e-01
3.300000000000000000e+01,5.935301272163584496e-01
3.400000000000000000e+01,5.926001512832100859e-01
3.500000000000000000e+01,5.880279458243617974e-01
3.600000000000000000e+01,5.911535862529708751e-01
3.700000000000000000e+01,5.899590777918627404e-01
3.800000000000000000e+01,5.888627820604791507e-01
3.900000000000000000e+01,5.869980617877436080e-01
4.000000000000000000e+01,5.842717760374253055e-01
4.100000000000000000e+01,5.789911230027922073e-01
4.200000000000000000e+01,5.759408876985387948e-01
4.300000000000000000e+01,5.684328955933068972e-01
4.400000000000000000e+01,5.650347183180933763e-01
4.500000000000000000e+01,5.628350738515170981e-01
4.600000000000000000e+01,5.555526129961325665e-01
4.700000000000000000e+01,5.522754358650427964e-01
4.800000000000000000e+01,5.483655812584089517e-01
4.900000000000000000e+01,5.389208827995877193e-01
5.000000000000000000e+01,5.322224383696206873e-01
5.100000000000000000e+01,5.293903080535515837e-01
5.200000000000000000e+01,5.227926213201683492e-01
5.300000000000000000e+01,5.088583899183526382e-01
5.400000000000000000e+01,4.919359285863537101e-01
5.500000000000000000e+01,4.838892625609622078e-01
5.600000000000000000e+01,4.773931895770357481e-01
5.700000000000000000e+01,4.678939449978284371e-01
5.800000000000000000e+01,4.602965102209218284e-01
5.900000000000000000e+01,4.394779163129458044e-01
6.000000000000000000e+01,4.338814379887835915e-01
6.100000000000000000e+01,4.303027804514230614e-01
6.200000000000000000e+01,4.135556892320689792e-01
6.300000000000000000e+01,3.975394682600634222e-01
6.400000000000000000e+01,3.881494464889916896e-01
6.500000000000000000e+01,3.829196408740110358e-01
6.600000000000000000e+01,3.678054772512440174e-01
6.700000000000000000e+01,3.557063801253136370e-01
6.800000000000000000e+01,3.525730399423331329e-01
6.900000000000000000e+01,3.448037249051021935e-01
7.000000000000000000e+01,3.350486995997946083e-01
7.100000000000000000e+01,3.323883208817022261e-01
7.200000000000000000e+01,3.300028074741875317e-01
7.300000000000000000e+01,3.202239291292171552e-01
7.400000000000000000e+01,3.106720655025516642e-01
7.500000000000000000e+01,2.976673101386645426e-01
7.600000000000000000e+01,2.955957875056658968e-01
7.700000000000000000e+01,2.922160953259888005e-01
7.800000000000000000e+01,2.808877792110216487e-01
7.900000000000000000e+01,2.695025249014770252e-01
8.000000000000000000e+01,2.629138113875813532e-01
8.100000000000000000e+01,2.543166690860779733e-01
8.200000000000000000e+01,2.409583394335050310e-01
8.300000000000000000e+01,2.349669500574725345e-01
8.400000000000000000e+01,2.298491436922711628e-01
8.500000000000000000e+01,2.238779067878061135e-01
8.600000000000000000e+01,2.211810024127912333e-01
8.700000000000000000e+01,2.141144660192691451e-01
8.800000000000000000e+01,2.127450032072179531e-01
8.900000000000000000e+01,2.088341138576827183e-01
9.000000000000000000e+01,2.020850820705736017e-01
9.100000000000000000e+01,1.971370670596516717e-01
9.200000000000000000e+01,1.987107384228206097e-01
9.300000000000000000e+01,1.990197394715738644e-01
9.400000000000000000e+01,1.947764179416238695e-01
9.500000000000000000e+01,1.920941774762608412e-01
9.600000000000000000e+01,1.885010377880597943e-01
9.700000000000000000e+01,1.838092288599862678e-01
9.800000000000000000e+01,1.850443117703567675e-01
9.900000000000000000e+01,1.833194067024421225e-01
1.000000000000000000e+02,1.776521283015269626e-01
